# BLASTP 2.17.0+
# Query: Unknown protein sequence
# Database: /Users/Q149596/development/workspaces/explorations/phyloproject/blastdb/tsr3_db
# Fields: subject acc., alignment length, % identity, gaps, score, bit score, evalue
# 502 hits found
52239_0:004233	260	59.231	14	736	321	4.13e-103
458187_0:002c95	233	65.236	1	728	317	4.35e-103
153643_0:0031b2	240	65.000	2	726	316	5.00e-103
161649_0:0005f3	232	65.517	3	726	316	5.25e-103
2489341_0:000df2	212	72.170	1	730	318	6.70e-103
57439_0:00177a	205	71.220	1	725	316	7.30e-103
328815_0:002439	228	65.789	3	728	317	7.57e-103
360224_0:003234	230	65.217	3	725	316	9.21e-103
245048_0:001523	219	68.037	1	725	316	9.90e-103
36200_0:002f91	256	59.766	14	733	320	1.21e-102
8010_0:000ef4	254	63.386	9	731	319	1.33e-102
9163_0:001cd1	246	63.821	4	724	316	1.43e-102
227226_0:002ede	209	70.813	1	724	316	1.45e-102
100819_0:0004f2	234	66.667	3	730	318	1.56e-102
254539_0:00135a	262	59.924	4	728	317	1.58e-102
40690_0:005d4a	260	58.846	14	732	319	1.70e-102
390379_0:004496	284	55.282	11	729	318	1.98e-102
8049_0:004800	259	60.618	14	730	318	2.04e-102
254563_0:0015a3	237	63.713	3	723	315	2.58e-102
8218_0:00120c	260	58.846	14	731	319	2.72e-102
2485327_0:0033ef	249	61.446	4	722	315	3.33e-102
8081_0:004555	256	63.672	10	727	317	3.53e-102
57421_0:003443	240	65.000	2	721	314	3.66e-102
321398_0:002001	217	68.203	1	727	317	3.78e-102
246437_0:001057	181	82.320	7	722	315	3.93e-102
265632_0:000c0b	226	65.929	3	720	314	4.25e-102
626378_0:000822	242	63.223	4	720	314	5.73e-102
390723_0:0012f4	219	69.863	2	720	314	5.73e-102
188344_0:00248b	241	64.730	3	721	314	6.48e-102
161742_0:0002b8	206	71.359	1	719	313	6.73e-102
670356_0:0022ce	233	64.807	3	724	316	7.18e-102
797021_0:00196f	265	58.868	3	722	315	8.05e-102
56311_0:001929	201	72.139	1	718	313	8.22e-102
7962_0:004b25	270	59.630	15	723	315	1.11e-101
366454_0:00028c	248	61.694	2	722	315	1.19e-101
64144_0:005a06	273	58.608	11	725	316	1.23e-101
9135_0:00276b	239	64.435	3	723	315	1.40e-101
589841_0:0009ae	243	62.963	4	721	314	1.67e-101
9160_0:003a42	244	63.525	3	723	315	1.85e-101
40210_0:00055e	264	59.848	4	718	313	2.25e-101
7962_0:009eaf	277	55.235	12	719	313	2.48e-101
10020_0:000eb4	233	71.245	15	714	311	2.48e-101
33528_0:004cd4	260	60.385	19	721	314	2.68e-101
198806_0:0007ee	199	73.869	1	720	314	4.22e-101
685728_0:001ae0	232	65.517	10	722	315	6.72e-101
375764_0:004a28	273	57.143	15	720	314	6.82e-101
239371_0:000442	227	64.758	1	713	311	1.01e-100
35670_0:003dbc	248	61.694	4	720	314	1.28e-100
239386_0:0023bc	210	68.571	1	713	311	1.60e-100
460621_0:0046b5	192	76.042	3	714	311	1.61e-100
64802_0:000c33	209	69.856	1	705	307	2.94e-100
94885_0:002436	213	67.136	4	716	312	3.13e-100
175836_0:003513	213	70.892	2	711	310	3.85e-100
237442_0:002bd2	236	63.983	2	709	309	4.05e-100
386614_0:002c69	308	53.571	21	716	312	6.29e-100
119488_0:004be2	254	62.205	10	712	310	7.38e-100
35019_0:003216	198	70.707	3	712	310	1.20e-99
118154_0:0033b5	212	70.283	4	752	328	1.26e-99
8078_0:006001	259	61.776	11	711	310	1.45e-99
103944_0:0008b5	256	61.719	12	710	310	2.00e-99
