# BLASTP 2.17.0+
# Query: Unknown protein sequence
# Database: /Users/Q149596/development/workspaces/explorations/phyloproject/blastdb/tsr3_db
# Fields: subject acc., alignment length, % identity, gaps, score, bit score, evalue
# 502 hits found
7782_0:0027f0	308	53.247	21	712	310	2.12e-99
9244_0:002679	236	68.220	9	712	310	2.68e-99
2498840_0:000bf8	215	68.837	1	713	311	5.81e-99
8236_0:00512f	254	62.205	11	708	309	6.43e-99
8238_0:003685	254	62.205	11	708	309	7.07e-99
48883_0:0022bd	225	65.778	3	699	305	7.26e-99
435163_0:000d3f	238	61.765	15	705	307	9.97e-99
245042_0:002594	204	69.608	0	698	304	1.10e-98
2529409_0:001040	199	71.859	1	699	305	1.31e-98
63155_0:004a04	254	62.598	10	704	307	1.98e-98
82366_0:00493c	254	60.236	10	706	308	2.75e-98
13489_0:002c9b	273	59.707	16	705	307	3.06e-98
364589_0:001723	225	63.556	3	694	303	5.76e-98
240163_0:00541f	238	60.504	11	702	306	6.08e-98
8520_0:00412b	215	68.837	3	704	307	8.00e-98
262131_0:000f6f	235	67.234	3	692	302	1.21e-97
215402_0:004a52	255	61.961	11	697	304	5.00e-97
386267_0:001892	238	59.244	12	695	303	5.27e-97
175797_0:000f30	257	59.144	11	695	303	5.93e-97
499056_0:003ff8	198	71.212	3	720	314	6.91e-97
333673_0:0079a0	196	70.918	1	687	300	7.06e-97
44394_0:002b0f	225	64.889	3	687	300	8.13e-97
59894_0:00266a	203	68.966	2	686	299	1.05e-96
69293_0:00315b	243	59.671	12	692	302	2.60e-96
61221_0:003bcc	219	67.123	5	689	301	3.50e-96
8673_0:001996	248	62.097	4	689	301	8.87e-96
195821_0:004b0c	219	64.384	8	681	297	2.90e-95
230148_0:00c1f9	235	60.851	16	675	294	4.44e-95
884348_0:004bc1	196	71.939	1	674	294	1.70e-94
56723_0:001e68	254	59.843	11	682	298	2.26e-94
2478892_0:0024cb	186	74.194	0	663	289	7.69e-94
163118_0:002b2f	223	63.229	9	698	304	1.75e-93
933632_0:00184b	200	71.500	4	669	292	3.85e-93
28377_0:003b95	210	66.190	3	671	293	8.54e-93
689266_0:00164d	212	68.396	15	656	286	1.73e-91
# BLAST processed 1 queries
